prompt,completion
Orwell é cruel e belo a o mesmo tempo e indiscutivelmente lendário .,
Minha parte favorita de o livro,
""" Era possível , sem dúvida , imaginar uma sociedade em que a riquesa , em o sentido de posse pessoal de bens e luxos , fosse igualmente distribuída , ficando o poder em as mãos de uma pequena casta privilegiada .",
Mas em a prática tal sociedade não poderia ser estável .,
"Pois se o lazer e a segurança fossem por todos fruídos , a grande massa de seres humanos normalmente estupidificada por a miséria aprenderia a ler e aprenderia a pensar por si ; e uma vez que isso acontecesse , mais cedo ou mais tarde veria que não tinha função a minoria privilegiada , e acabaria com ela .",
""" A liberdade é a liberdade de dizer que dois mais dois são quatro .",
"Admitindo - se isso , tudo o mais decorre "" Esta frase dá bem a idéia de a narrativa de George Orwel para esta obra que se mantém atual até os nossos dias .",obra
"Não é a a toa que se usa a expressão "" grande irmão "" ainda hoje .",
"Aliás , termo muito comum em terras brasileiras em este momento de BBB global .",
Um poder totalitário que submete seus cidadãos A as meras marionetes de submissão e apatia .,
"Winston tem a consciência de os fatos e de os acontecimentos históricos vivenciados por seu povo , e por si próprio , mas submete - se a o Grande Irmão em o trabalho de alterar fatos históricos em nome de uma "" verdade "" ditada por o poder político .",
Nada pode fazer para impedir de fazer parte de esta engrenagem totalitária e cruel .,
"Procura , entretanto , uma forma de escapar a os grilhões de o poder apaixonando - se por uma correligionária de o partido ( e por ela correspondido ) com a consciência de que seu ato é perigoso e fatal .",
Mas a morte é o menor perigo a ser enfrentado por este herói submisso .,
A perda de sua capacidade de entendimento e de raciocínio é ainda mais aterrorizante .,
Enfrentá - lo em nome de o amor é uma forma de luta para manter um pouco de o ser humano que ainda lhe resta .,
"Quando admite , sinceramente , que dois mais dois são cinco percebe que seu fim está próximo e que toda a lógica racional agora é um mero artifício estatal para dominar o povo .",
O poder triunfa sobre o indivíduo Winston e sua amada .,
Mas George Orwel não é de todo pessimista e em os deixa uma pista para vencermos estes grilhões : A união de o povo em a luta por a liberdade individual consciente de a sua condição de escravo e submisso .,
"Porque , só se luta por a liberdade quando sabemos de a nossa condição de marionetes .",
"Livro intenso , brilhante , porque essa história tem um quê de surreal e concomitantemente real , a miséria , exploração e hipocrisia a serviço de um sistema , que se importa apenas em manter ; existir a qualquer preço .",Livro
O triste é que está mais próximo que imaginamos essa concepção catastrofista de mundo .,
Nosso herói em esse livro espera e experimenta um tipo de desilusão que nos faz refletir em que pé de humanidade estamos ...,
SENSACIONAL !,
"Há um bom tempo eu estava curioso para ler esse livro , mas o seu preço alto sempre foi um empecilho .",
"Mas eis que um dia ele se encontrava mais em conta em o Submarino e , juntamente com outros livros , eu o comprei .",
1984 é o que as pessoas chamam de distopia e o significado de essa estranha palavra revela muito sobre o enredo de o último livro escrito por George Orwell antes de sua morte .,
"Em 1984 o mundo está divido em três potências mundiais : Eurásia , Oceânia e Lestásia .",
"A história se passa em a Oceânia , que compreende as Américas , Reino Unido , Irlanda e Islândia .",
"A história contada é a de Winston Smith , que trabalha em o Ministério de a Verdade .",
"Em o entanto , sua função é falsificar documentos !",
Assim como o Ministério da Paz prega a guerra e o Ministério do Amor prega o ódio .,
"Intimamente , Winston sente que o mundo poderia ser melhor se os proletas , o que seria chamado de "" povo "" , se rebelasse contra o Partido .",
"Em o entanto , Winston não tem com quem compartilhar seus pensamentos , e mesmo que tivesse poderia ser acusado de crimepensar , um de os piores crimes contra o Partido .",
"Mas em determinado momento , Winston se envolve com Julia , uma outra funcionária de o Ministério , que trabalha em o setor de Ficção escrevendo novelas .",
"Juntos , os dois cometem todos os pecados possíveis contra o Partido naquele quartinho perdido onde não há uma teletela para os vigiar .",
"Por o menos , era o que eles achavam .",
"Em a história , praticamente todo lugar é controlado e vigiado por o Partido , uma força totalitarista comandada por a misteriosa figura de o Grande Irmão ( Big Brother , em inglês ) .",
"As teletelas são como televisões em cada casa , bar , padaria e até mesmo em as ruas e a o mesmo tempo em que elas passam informações sobre o Partido , elas também vigiam .",
"É como se fosse uma tevê com uma câmera , onde você assiste e é assistido .",
Não somente todo lugar é controlado mas toda a mídia é controlada .,
O Partido somente mostra aquilo que eles querem mostrar .,
"De o mesmo modo , as produções de alimentos e produtos são estranhas , muitas vezes havendo alta produção de coisas inúteis .",
"Estatísticas são controladas , a história de o mundo é controlada .",
O passado pode ser mudado se assim o Partido quiser .,
"Se em a semana passada a produção de chocolate foi de 10 % e em esta semana foi de 8 % , a de a semana passada é alterada para 5 % para que a de a semana atual seja mais alta .",
E ninguém discute nada .,
E isso é refletido em todos os setores .,
Alguma semelhança com algum programa de tevê de a última década ?,
"O Big Brother certamente foi inspirado em a ideia de Orwell , é orwelliano .",
"De o mesmo modo que as câmeras vigiam as casas em esses programas , as teletelas vigiam os cidadães .",
"Assim como o Bial , aqui em o Brasil , comanda a atração , o Partido sob a máscara de o Grande Irmão comanda a Oceânia .",
O confessionário de o programa vê seu semelhante quando os cidadães aprisionados de o Partido confessam seus delitos .,
"Há até o "" paredão "" quando cidadães aliados a o revolucionário Emmanuel Goldstein são descobertos , mas em o caso de 1984 é a morte mesmo .",
Grande Irmão é assustador de todos os modos possíveis .,"Grande
Irmão"
Imagine você andar por as ruas e em todo lugar tiver um cartaz com essa cara te encarando ?,
"E pior , em todas as teletelas ela aparece também .",
"E o lema de o Partido é mais apavorante : "" O Grande Irmão está olhando você "" .",
1984 também foi transformado em filme e eu já assisti .,
Achei completamente chocante e assustador em todos os sentidos .,
"Não imagino como deve ser viver sobre um domínio total de nossas vontades , pensamentos , desejos ... deve ser muito apavorante viver em um mundo como o que Winston Smith e Julia viveram .",
Distopia atual,
1984 é um livro magnético .,"1984
livro"
Prende a atenção desde o primeiro parágrafo .,
"Não se trata apenas de um romance ou de um tratado político , mais ambos de forma conjunta e articulada .",
"A visão de um mundo "" futurista "" e sua teoria estão contido em a trama em si .",
"Alguns consideram o livro como uma crítica a o Stalinismo , outros a o Socialismo Inglês ( representado por a administração de o Partido Trabalhista em o pós guerra ) .",
Outros ainda afirmam que o livo é um sátira de o liberalismo que perdeu seus ideais .,
"Talvez um de esses grupos esteja certo , talvez todos .",
"Isso apenas demonstra a grandeza de 1984 , pois várias correntes conseguem e tentam alia - lo a o seu ideário .",
1984 está mais para uma prospecção de o que para um previsão .,
O autor pega elementos recontes em a alta política e os exacerba .,
"Como se fosse um avisa para os leitores de que se certas atitudes continuarem sendo permitidas , o futuro de a humanidade será sombrio .",
Trata em o fundo de a natureza humana .,
Será que ela existe ?,
Será que alguma realidade existe concretamente fora de a mente humana ?,
É uma pergunta que melhor seria respondida se aplicado o conceito de duplopensamento presente em o livro .,
"O controle de a língua , tortura , vigilância praticamente absoluta , inatividade de os proletas , tudo isso é assustador .",
"Mas o mais assustador é perceber que essa realidade não esteja tão distante assim , e que talvez ela seja recorrente .",
"Que talvez nossa vida toda seja uma mentira , e até mesmo o ato de "" livre pensar "" seja apenas uma ilusão .",
"É um livro questionador , que em os enche de dúvidas .",
"Geralmente , os clássicos assim são .",
Há esperança em a humanidade ?,
Primeiro livro que li de o G. Orwell e já acho ele genial .,
"Ele mostra em esse livro uma capacidade de organizar palavras e expressoes que se referem A as coisas extremamente complexas e relativas como a natureza humana , política e poder .",
"É um livro envolvente , apesar de os poucos personagens e de um anticlimax muitas vezes irritante , em a minha opiniao .",livro
"O que mais envolve , assusta e intriga é o cenário , é essa potencia de a oceania que domina e massacra , em algum nivel , todos os seus habitantes .",cenário
Essa historia tambem cria em quem lê com atençao um certo desepero e muitas duvidadas e medos .,historia
O lance é ler e refletir .,
Um ensaio sobre o Totalitarismo,
""" 1984 "" por George Orwell é uma distopia escrita em 1949 , logo depois de a segunda guerra mundial , e que descrevia um mundo polarizado mesmo antes de a guerra fria .",
"De acordo com a ficção de Orwell , o mundo se dividiria entre três grandes potências socialistas igualmente fortes e em constante guerra uma com a outra : Eurasia , Eastasia e Oceania .",
"Seu objetivo com a estória não foi , apenas , fazer uma crítica a o socialismo , mas mostrar os riscos que todos os países corriam a o se permitir ceder a o totalitarismo ( tanto que a estória se passa em a Inglaterra ) .",
"Nosso simpático protagonista , Winston , é um habitante de Londres e trabalha para o Ministry of Truth .",
"Através de seus olhos descobrimos o que aconteceu com a sociedade , onde todos os membros são vigiados constantemente por câmeras e microfones , onde o pensamento livre é considerado crime e ninguém está seguro , mesmo em seus sonhos .",
"A única direção permitida de a evolução científica é em a produção de armas mais poderosas e em novos meios de evitar o thoughtcrime , o crime em pensamento .",
"Para descobrir o que os membros de a sociedade estão pensando , o governo os observa o tempo inteiro , estudando suas expressões faciais , seus gestos e até mesmo as palavras que falam enquanto estão dormindo .",
"O sexo é considerado apenas uma obrigação para com o partido e o único objeto de adoração e amor é o líder de o partido , o Big Brother .",
