reviews,explicit aspects,fold
""" Eu estou incondicional e irrevogalmente apaixonado por o livro """,livro,5
"Um livro muito legal , que não tenho como não falar de a abordagem brilhante de a autora , assim como entrelaçamento de os personagens e a precisão de ela a o relatar os fatos de o ponto de Bella , para mim , os diretores de filmes que vieram de livros não explorem e deixe como se fosse um nada que se constrói sozinho , mas voltando a o livro , ela deu o mistério envolvente que só um livro de esse tipo merece , só tenho uma reclamação , mas não é muito importante , eu notei uma auto-estima abaixo de zero de Bella , e isso só piora quando ela encontra Edward Cullen , "" ele é tudo , eu sou nada "" não com essas palavras , era isso que ela queria falar em o livro , mas , fora isso , eu não tenho nada a reclamar de Crepúsculo e os outros livros de a saga serão ainda melhores !","livro
Crepúsculo",5
CREPÚSCULO poderia ser como qualquer outra história não fosse um elemento irresistível : o objeto de a paixão de a protagonista é um vampiro .,,5
"Assim , soma - se a a paixão um perigo sobrenatural temperado com muito suspense , e o resultado é uma leitura de tirar o fôlego - um romance repleto de as angústias e incertezas de a juventude - o arrebatamento , a atração , a ansiedade que antecede cada palavra , cada gesto , e todos os medos .",,5
Isabella Swan chega a a nublada e chuvosa cidadezinha de Forks - último lugar onde gostaria de viver .,,5
"Tenta se adaptar a a vida provinciana em a qual aparentemente todos se conhecem , lidar com sua constrangedora falta de coordenação motora e se habituar a morar com um pai com quem nunca conviveu .",,5
Em seu destino está Edward Cullen .,,5
"Ele é lindo , perfeito , misterioso e , a a primeira vista , hostil a a presença de Bella o que provoca em ela uma inquietação desconcertante .",,5
Ela se apaixona .,,5
"Ele , em o melhor estilo "" amor proibido "" , alerta : Sou um risco para você .",,5
Ela é uma garota incomum .,,5
Ele é um vampiro .,,5
Ela precisa aprender a controlar seu corpo quando ele a toca .,,5
"Ele , a controlar sua sede por o sangue de ela .",,5
"Em meio a descobertas e sobressaltos , Edward é , sim , perigoso : um perigo que qualquer mulher escolheria correr .",,5
E então o leão se apaixonou por o cordeiro !,,5
Cheguei a esse livro através de minha mãe .,,5
"É ... ela comprou o filme , pq uma amiga de ela indicou .",,5
"Pode até parecer mentira , mais é pura verdade .",,5
Continuando : Nós assistimos a o filme .,,5
Minha mãe não se agradou e eu muito menos .,,5
Me senti incomodada .,,5
Sabe aquela coisa de achar que tem algo faltando ?,,5
"Resolvi comprar o livro , pq não gosto de me sentir insatisfeita .",,5
Li em Três dias !,,5
E quer saber ?,,5
Adorei !,,5
"A o contrario de o filme , o livro me envolveu com sua história .",livro,5
Compreendi melhor a personalidade de Edward e a demencia de Bella - em o bom sentido - .,,5
Um de os piores livros de a vida ...,livros,5
Realmente um de os piores livros que já li ... só perde para os livros de a própria sequência ... lamentável ... como é possível alguém gostar de um livro que não fala sobre nada ... um romance ridículo de criança mesmo .... um livro totalmente infantil ... Obs .,"livros
romance
livro",5
": Não leia achando que é um livro sobre Vampiros ou Lobsomens , pois não tem nada haver ... vampiros e lobsomens são coadjuvantes , em esta história ridícula .",história,5
perfeito !,,5
"O melhor livro que ja li ... simplismente ameiiiii ... alias todos de a serie são otimos ... o segundo eu não gostei muito porque ele some quase o livro todo ai vem a parte de aquele lobo , não gosto de ele nem pra banho ... fora isso os livros de esta serie é a melhor que ja li ....",livro,5
Crepúsculo,,5
"Gostei de o livro assim como de o filme , só achei um pouco meloso demais a indecisão de o casal ( Bella e Edward ) em relação a o seu namoro ; acho que eles deviam fazer o que tinham que fazer logo , e não ficar atrasando as melhores partes de o livro .","livro
indecisão
de
o
casal",5
"Gostei principalmente de a luta em o final em que Bella por pouco não se transforma em vampira , gosto de ação , por esse motivo para mim foi a melhor parte de o livro .","a
luta
em
o
final",5
Crespúsculo,,5
""" Fenômeno "" é a palavra mais adequada para essa série .",,5
"Se é boa ou não , vai de cada leitor .",,5
"Talvez a principal diferença , segundo penso , é a abordagem distante de as histórias vampirescas promíscuas e sanguinolentas .",,5
"Certo , certo , é um grande mamão com açucar ; em o entanto , encanta por o propósito final , fortalecer relações com base em o amor e não somente em o sexo .",,5
"Sthepenie Meyer não é nenhum Zafon , mas seu texto é pegajoso até o final .","Sthepenie
Meyer
texto",5
"O livro não é sobre vampiros , é um romance que tem vampiros .",,5
De aí a grande decepção de alguns aficcionados por livros de suspense .,,5
"Em relação a os críticos , são adultos demais para perceber a beleza de a inocência , e crianças demais para compreender a complexidade de o amor .",,5
Pode ser só uma opinião ?,,5
"Achei a série toda bem água com açúcar , é meio boba .",,5
"O último livro , conforme esperado , é o melhor ... Esperava algo mais ... Mais Anne Rice de a vida .",,5
"Terminei de ler porque nunca largo uma série em o meio mas ... Bom , é bem juvenil .",,5
"Primeiramente , não sou fã de a série .",,5
Histórias de vampiro nunca me chamaram a atenção e romance também não é meu tipo preferido .,,5
"Apesar de ter ação , é um romance bem ' água com açúcar ' e bem meloso .",romance,5
"Queria fazer uma resenha tentando elogiar o livro , mas a verdade é que eu não sei dizer qual de os três que eu li é o mais chato .",,5
Cada um a a sua maneira,,5
Crepúsculo é um romance de o qual eu gosto bastante .,"Crepúsculo
romance",5
Primeiro porque eu GOSTO de romances .,,5
"Depois porque adoro narrativas em 1ª pessoa , tornam a história mais real pra mim .",,5
"E também porque gosto de leituras que não se prendem muito a o real ; realidade demais tira a graça de a coisa , A as vezes .",,5
"Em o início estranhei um pouco a , como dizem por aí , "" humanização "" de os vampiros de a Meyer .",,5
"Mas vamos combinar que o livro é de ela , e ela pode usar de os elementos que preferir para dar mais movimento a a trama .",,5
"Seria repróvável se ela inovasse como fez e depois saísse por aí se sentindo a Anne Rice de o futuro , coisa que ela não fez .",,5
"Crepúsculo é um ROMANCE ( e corro o risco de me repetir a o reafirmar isto ) , e como tal tem vários itens que tornam a saga mais sedutora : o amor proíbido , os inimigos ferozes , e claro , a descrição de o amor de o casal .",,5
"descrição esta que , seja Charlote Brontë ou Charles Dickens , é inovadora sempre , cada escritor a a sua maneira .",,5
"Se a Bella Swan está mais pra Gata Borralheira de o que pra princesa , e se os vampiros de a saga brilham a o sol , para mim são apenas créditos particulares a a escritora .",,5
Me encantei a cada novo capítulo .,capítulo,5
Esperava mais .,,5
"O livro realmente só começou a prender minha atenção de a metade para o final , em que Edward e Bella começam a viver a paixão proibida .",livro,5
"São os reflexos de ter lido o livro depois de ter assistido a versão cinematográfica , acho .",,5
"Esperava um pouco mais de o livro , não em o sentido de a história ou sobre o enredo ... refiro - me a o conteúdo sobre os vampiros .. Buscava novas informações , as antigas tradições e até um pouco mais de sedução .",livro,5
"Respeito a criatividade de a autora , mas confesso que fiquei desapontada em relação a o comportamento de Edward .","comportamento
de
Edward",5
"Recomendo a o público jovem que sonha e idealiza amores perfeitos .... Em o entanto para os fãs de os vampiros sexies e misteriosos de a idade média , recomendo passarem bem longe .",,5
Excelente !,,5
Amei esse livro !,livro,5
Realmente fiquei surpreendida !,,5
Comprei o livro em o ano passado .,,5
"Em uma segunda feira fui a a livraria e comprei meio em o escuro , por a opinião de a vendedora de a loja .",,5
De aí li em dois dias .,,5
Em a quarta voltei e comprei o Lua Nova .,,5
Pronto li em dois dias .,,5
Depois voltei e comprei o Eclipse !,,5
"Nossa , leitura fascinante !",leitura,5
"Fiquei então aguardando o lançamento de Amanhecer , que naquela época ainda não havia sido lançado .",,5
"Comprei em a pre-venda e , quando chegou , devorei o livro !",!,5
Recomendadíssimo !,,5
"Unico , Perfeito !",,5
Não tem como explicar o sentimento que me vêm quando eu leio e re-leio ... O início de tudo .,,5
E um amor doído intenso perfeito é desejado .,,5
Tisc ... tisc ...,,5
Frequentemente eu me decepciono com best-sellers .,,5
Talvez por conta de as expectativas criadas sobre obras já muito comentadas .,,5
"E isso aconteceu novamente , com Crepúsculo .",,5
A história se desenrola sem praticamente nenhuma ação .,história,5
Há poucos acontecimentos relevantes .,,5
"A protagonista , várias vezes , me irritou , mostrando - se um tanto depressiva , queixando - se de tudo , o tempo todo .",protagonista,5
"A autora usa algumas repetições que aborrecem , como dizer o quanto o vampiro é perfeito - de duas em duas páginas .",repetições,5
"Durante todo o livro , esperei que algo acontecesse , e quando aconteceu - um vampiro caçador persegue a protagonista - , a história acabou .",,5
Não lerei as continuações de esta saga .,,5
"Acredito que o(s) filme seja mais dinâmico , até por força de a concisão .",,5
Então acompanharei por meio de ele .,,5
Quem sabe a linguagem audio-visual compense a carência literária .,,5
MEMORIA,,5
Um romance lindo que despertou meus sonhos mais românticos .,romance,5
"Incrível , comovente e pertubador o poder que um livro pode ter sobre a minha mente .",livro,5
"CHorei e ri , e ansiosamente , inicio a leitura de o próximo .",,5
Livro perfeito,Livro,5
"1-Introdução : aproveitando estar em o meio de o livro , eu continuei a ler ocrepusculo de a autora Stephenie Meyer , que escreveu quatro livros ( Crepusculo , Lua Nova , Eclipse e Amanhecer ) , Deixando o famoso Harry Potter para traz !",,5
"2-Dados Biográficos de a autora : Stephene Meyer , se formou em literatura inglesa , escrevendo quatro livros .",,5
"Tornou - se uma autora mudialmente conhecida , escrevendo seus livros de romance adolescente .",,5
"3-Resumo : CREPÚSCULO , é um romance proibido sobre uma menina Isabella Swan , mais conhecida com Bella , e o vampiro Edward Cullen !",,5
"O romance acontece em a cidade de Forks , em o sul de o Estado de Washington em os Estados Unidos da America e Bella Conhece Edward em sua escola nova , como seu parceiro de Biologia , mas o menino não fala absolutamente nada !",,5
"Em algumas aulas , Edward não aparece , então Bella jah fica preocupada , com o que esta acontecendo !",,5
"Algumas aulas depois Edward volta para escola e não suporta ficar perto de Bella , porque , ele fica com vontade de "" sugar o seu sangue "" e então começa toda a historia entre os dois ... 4- Crítica : eu gostei muitoooo de crepusculo , porque é o genero q eu gosto , um romance com suspense , e isso ficou muito interessante para mim !",crepusculo,5
Resenha Critica de ' Crepúsculo ',,5
"Essa historia emocionante , de um romance proibido , que envolve o sobrenatural , e as dádivas de um primeiro amor e que mistura romance e ficção em uma combinação perfeita .","historia
romance
ficção",5
"Escrito por Stephenie Meyer , que se formou em literatura inglesa , Crepúsculo vendeu mais de 25 milhões de exemplares em todo mundo , ficou em primeiro lugar de a lista de os mais vendidos de o New York Times e é melhor livro de a década segundo a Amazon.com .",,5
